Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
30-06-2017,2017,,1723480,3200000,Single Family,Detached House,3,3,955,1.388283,South
30-06-2017,2017,Fairfield,507500,875000,Single Family,Detached House,3,1,1023,1.388283,South
30-06-2017,2017,Fairfield,271950,427055,Single Family,Detached House,3,2,990,1.388283,East
30-06-2017,2017,West Hartford,232260,382500,?,Detached House,3,3,1048,1.388283,North
30-06-2017,2017,Fairfield,582190,1137500,Single Family,Detached House,3,2,1080,1.388283,North
01-07-2017,2017,Norwalk,255350,375000,?,Detached House,3,3,973,1.388283,South
01-07-2017,2017,West Hartford,250810,445000,Single Family,Detached House,3,3,1094,1.388283,North
01-07-2017,2017,Greenwich,1252720,1950000,Single Family,Detached House,3,3,1082,1.388283,East
01-07-2017,2017,,1187060,2809000,Single Family,Detached House,3,1,936,1.388283,West
01-07-2017,2017,Fairfield,400540,950000,?,Detached House,3,3,974,1.388283,South
01-07-2017,2017,Fairfield,162470,130000,?,Detached House,3,3,1078,1.388283,North
01-07-2017,2017,Stamford,184350,265130,Two Family,Duplex,4,4,,1.388283,East
01-07-2017,2017,Stamford,1312850,2590000,Single Family,Detached House,3,2,971,1.388283,South
01-07-2017,2017,Bridgeport,,400000,Three Family,Triplex,6,5,1846,1.388283,South
02-07-2017,2017,Greenwich,254800,784150,Single Family,Detached House,3,3,937,1.388283,East
02-07-2017,2017,Fairfield,703290,1375000,Single Family,Detached House,3,1,1084,1.388283,West
02-07-2017,2017,Fairfield,573650,615000,?,Detached House,3,2,968,1.388283,South
02-07-2017,2017,West Hartford,172480,273195,Single Family,Detached House,3,2,1065,1.388283,South
06-07-2017,2017,Stamford,349960,557500,Single Family,Detached House,3,3,1095,1.388283,West
06-07-2017,2017,Bridgeport,149380,170000,Three Family,Triplex,6,5,,1.388283,South
06-07-2017,2017,,575510,705000,Single Family,Detached House,3,1,919,1.388283,West
07-07-2017,2017,Greenwich,1847440,900000,Single Family,Detached House,3,2,942,1.388283,East
07-07-2017,2017,Waterbury,107460,230000,Single Family,Detached House,3,2,999,1.388283,West
08-07-2017,2017,,255310,375000,Single Family,Detached House,3,3,1099,1.388283,East
08-07-2017,2017,West Hartford,,750000,Single Family,Detached House,3,3,907,1.388283,South
09-07-2017,2017,Stamford,345300,620000,Single Family,Detached House,3,2,966,1.388283,West
09-07-2017,2017,Waterbury,72350,50000,Single Family,Detached House,3,2,1034,1.388283,East
09-07-2017,2017,West Hartford,154420,279000,Two Family,Duplex,4,2,1296,1.388283,West
09-07-2017,2017,Stamford,469160,740000,Single Family,Detached House,3,3,,1.388283,West
09-07-2017,2017,Norwalk,374030,645000,Single Family,Detached House,3,3,1069,1.388283,East
09-07-2017,2017,Waterbury,46420,77000,Single Family,Detached House,3,1,910,1.388283,North
09-07-2017,2017,Stamford,259230,402000,Single Family,Detached House,3,3,1054,1.388283,North
10-07-2017,2017,Greenwich,1063650,1740000,Single Family,Detached House,3,2,984,1.388283,South
10-07-2017,2017,Stamford,331680,610000,Two Family,Duplex,4,2,1258,1.388283,West
10-07-2017,2017,Waterbury,217030,60000,?,Duplex,4,3,1436,1.388283,North
10-07-2017,2017,Stamford,222450,387000,Single Family,Detached House,3,2,1054,1.388283,South
13-07-2017,2017,Waterbury,63780,62000,Single Family,Detached House,3,1,,1.388283,West
13-07-2017,2017,Norwalk,217370,275000,Two Family,Duplex,4,3,1321,1.388283,North
13-07-2017,2017,Waterbury,94830,85000,Single Family,Detached House,3,1,931,1.388283,West
13-07-2017,2017,Norwalk,228190,423175,Single Family,Detached House,3,3,1093,1.388283,East
13-07-2017,2017,Norwalk,287550,599000,Single Family,Detached House,3,3,964,1.388283,West
14-07-2017,2017,Greenwich,695800,1250000,Single Family,Detached House,3,1,960,1.388283,East
14-07-2017,2017,Waterbury,86310,99500,Single Family,Detached House,3,2,,1.388283,West
14-07-2017,2017,Greenwich,1334900,1335000,Single Family,Detached House,3,2,914,1.388283,West
14-07-2017,2017,Stamford,289010,430000,Single Family,Detached House,3,2,1068,1.388283,West
14-07-2017,2017,West Hartford,159530,212000,Single Family,Detached House,3,1,988,1.388283,North
14-07-2017,2017,Bridgeport,149600,50000,Two Family,Duplex,4,2,1408,1.388283,South
14-07-2017,2017,Fairfield,378770,615000,Single Family,Detached House,3,1,903,1.388283,West
15-07-2017,2017,Stamford,314770,612500,Single Family,Detached House,3,2,1069,1.388283,South
15-07-2017,2017,Fairfield,655830,965000,Single Family,Detached House,3,3,981,1.388283,North
15-07-2017,2017,Bridgeport,200750,85000,Three Family,Triplex,6,5,2140,1.388283,East
15-07-2017,2017,Greenwich,244650,167500,?,Duplex,4,2,,1.388283,North
15-07-2017,2017,Fairfield,196700,380000,Single Family,Detached House,3,2,,1.388283,North
16-07-2017,2017,Fairfield,321090,410000,Single Family,Detached House,3,2,1064,1.388283,East
16-07-2017,2017,Greenwich,789810,1500000,Single Family,Detached House,3,3,970,1.388283,West
16-07-2017,2017,Norwalk,272660,445000,Single Family,Detached House,3,1,925,1.388283,North
16-07-2017,2017,Stamford,322640,580000,Single Family,Detached House,3,1,1062,1.388283,South
16-07-2017,2017,Fairfield,251440,1150000,Single Family,Detached House,3,2,,1.388283,North
16-07-2017,2017,Norwalk,544280,673800,Single Family,Detached House,3,1,1090,1.388283,North
17-07-2017,2017,Stamford,,405000,?,Detached House,3,2,926,1.388283,West
17-07-2017,2017,Greenwich,574210,1225000,Single Family,Detached House,3,2,1078,1.388283,West
17-07-2017,2017,Norwalk,1041140,1800000,Single Family,Detached House,3,3,994,1.388283,North
17-07-2017,2017,Norwalk,267450,525000,Single Family,Detached House,3,3,920,1.388283,East
17-07-2017,2017,,962500,1460000,Single Family,Detached House,3,1,983,1.388283,South
20-07-2017,2017,Waterbury,40340,15500,Three Family,Triplex,6,6,1895,1.388283,South
20-07-2017,2017,Norwalk,,254625,Three Family,Triplex,6,6,1891,1.388283,West
20-07-2017,2017,,254690,300000,Two Family,Duplex,4,2,1433,1.388283,West
21-07-2017,2017,Bridgeport,127600,155500,Single Family,Detached House,3,2,1010,1.388283,North
21-07-2017,2017,Fairfield,208110,352000,?,Detached House,3,3,927,1.388283,North
21-07-2017,2017,Stamford,250760,500000,Single Family,Detached House,3,1,939,1.388283,North
22-07-2017,2017,Norwalk,285220,480000,Single Family,Detached House,3,1,,1.388283,West
22-07-2017,2017,West Hartford,,265219,Single Family,Detached House,3,2,1009,1.388283,South
22-07-2017,2017,Bridgeport,,219000,Three Family,Triplex,6,4,1982,1.388283,East
22-07-2017,2017,,423360,850000,?,Duplex,4,4,1311,1.388283,East
22-07-2017,2017,Norwalk,238490,395000,Single Family,Detached House,3,1,995,1.388283,West
23-07-2017,2017,,213110,407500,Single Family,Detached House,3,1,1005,1.388283,North
23-07-2017,2017,Norwalk,444390,537000,Single Family,Detached House,3,2,1004,1.388283,East
23-07-2017,2017,West Hartford,132790,127500,Single Family,Detached House,3,1,1013,1.388283,North
23-07-2017,2017,Waterbury,,45000,Single Family,Detached House,3,1,941,1.388283,North
24-07-2017,2017,Waterbury,77100,115000,Single Family,Detached House,3,3,934,1.388283,South
24-07-2017,2017,,89220,127000,Single Family,Detached House,3,2,1019,1.388283,East
24-07-2017,2017,,2517410,6483241,Single Family,Detached House,3,3,989,1.388283,North
27-07-2017,2017,Fairfield,380100,580000,Single Family,Detached House,3,1,1000,1.388283,West
27-07-2017,2017,Stamford,183970,325000,Single Family,Detached House,3,1,1057,1.388283,South
27-07-2017,2017,West Hartford,211610,315000,Single Family,Detached House,3,3,963,1.388283,South
27-07-2017,2017,Fairfield,202300,208000,Single Family,Detached House,3,1,1090,1.388283,South
27-07-2017,2017,Norwalk,218070,358000,Two Family,Duplex,4,2,1415,1.388283,North
27-07-2017,2017,Stamford,320340,572500,?,Detached House,3,3,946,1.388283,East
28-07-2017,2017,Norwalk,,300000,Single Family,Detached House,3,2,,1.388283,East
28-07-2017,2017,West Hartford,107870,148000,Single Family,Detached House,3,1,945,1.388283,East
28-07-2017,2017,Bridgeport,125390,157000,Single Family,Detached House,3,1,1047,1.388283,East
29-07-2017,2017,,197900,259000,Single Family,Detached House,3,1,1004,1.388283,West
29-07-2017,2017,,278670,329900,Single Family,Detached House,3,1,1093,1.388283,West
30-07-2017,2017,West Hartford,165900,223000,Single Family,Detached House,3,1,,1.388283,South
30-07-2017,2017,Greenwich,,1300000,Single Family,Detached House,3,1,1067,1.388283,East
30-07-2017,2017,West Hartford,158690,265000,?,Detached House,3,2,934,1.388283,West
30-07-2017,2017,Stamford,410140,700000,Single Family,Detached House,3,1,1009,1.388283,West
30-07-2017,2017,Bridgeport,81390,85000,Single Family,Detached House,3,1,,1.388283,North
30-07-2017,2017,West Hartford,189210,310000,Two Family,Duplex,4,4,1265,1.388283,North
31-07-2017,2017,Fairfield,,1325000,Single Family,Detached House,3,2,915,1.388283,West
31-07-2017,2017,Stamford,415300,520000,Single Family,Detached House,3,3,959,1.388283,South
31-07-2017,2017,Fairfield,690130,750000,Single Family,Detached House,3,3,902,1.388283,East
31-07-2017,2017,Fairfield,527030,689000,?,Detached House,3,1,1025,1.388283,East
31-07-2017,2017,Fairfield,453600,723800,Single Family,Detached House,3,2,924,1.388283,South
31-07-2017,2017,Fairfield,772380,1087500,Single Family,Detached House,3,2,968,1.388283,West
31-07-2017,2017,Fairfield,319760,465000,Single Family,Detached House,3,3,1007,1.388283,North
03-08-2017,2017,Bridgeport,180650,147005,Three Family,Triplex,6,4,2182,1.388283,South
03-08-2017,2017,Bridgeport,120030,103000,Single Family,Detached House,3,2,972,1.388283,North
03-08-2017,2017,,135540,72000,Single Family,Detached House,3,2,,1.388283,South
03-08-2017,2017,Bridgeport,132290,195000,Single Family,Detached House,3,3,991,1.388283,North
03-08-2017,2017,Stamford,446910,695000,Single Family,Detached House,3,1,967,1.388283,West
03-08-2017,2017,West Hartford,338800,610000,Single Family,Detached House,3,3,919,1.388283,West
03-08-2017,2017,Bridgeport,75300,130000,Single Family,Detached House,3,2,1086,1.388283,North
03-08-2017,2017,Bridgeport,216430,323500,Single Family,Detached House,3,3,1032,1.388283,East
03-08-2017,2017,Stamford,,365000,Single Family,Detached House,3,2,1033,1.388283,South
03-08-2017,2017,,237580,195000,Two Family,Duplex,4,4,1217,1.388283,North
03-08-2017,2017,West Hartford,178150,285000,Single Family,Detached House,3,2,1074,1.388283,East
03-08-2017,2017,Greenwich,2385530,1258000,Single Family,Detached House,3,2,1049,1.388283,North
03-08-2017,2017,Greenwich,1528030,2650000,Single Family,Detached House,3,2,1063,1.388283,West
04-08-2017,2017,Waterbury,61180,40000,Single Family,Detached House,3,3,996,1.388283,South
04-08-2017,2017,Stamford,,500000,Single Family,Detached House,3,3,1059,1.388283,South
04-08-2017,2017,Waterbury,53680,109000,Single Family,Detached House,3,3,1091,1.388283,North
05-08-2017,2017,Bridgeport,135980,184900,Single Family,Detached House,3,1,,1.388283,South
05-08-2017,2017,Norwalk,147960,355000,Four Family,Fourplex,8,6,2697,1.388283,South
05-08-2017,2017,Bridgeport,,130000,Two Family,Duplex,4,3,1381,1.388283,South
05-08-2017,2017,Greenwich,2414440,3200000,Single Family,Detached House,3,1,928,1.388283,South
05-08-2017,2017,Waterbury,50040,70000,Two Family,Duplex,4,3,1225,1.388283,East
06-08-2017,2017,Fairfield,328790,310000,Single Family,Detached House,3,3,957,1.388283,East
07-08-2017,2017,Fairfield,359240,485000,Single Family,Detached House,3,3,936,1.388283,North
07-08-2017,2017,Fairfield,1138200,2000000,?,Detached House,3,2,1097,1.388283,North
07-08-2017,2017,Waterbury,45970,45000,Three Family,Triplex,6,5,2060,1.388283,North
07-08-2017,2017,Waterbury,,29500,Single Family,Detached House,3,3,1077,1.388283,South
07-08-2017,2017,Stamford,,580000,Single Family,Detached House,3,2,1009,1.388283,South
10-08-2017,2017,Waterbury,81200,38000,Single Family,Detached House,3,2,924,1.388283,West
11-08-2017,2017,Bridgeport,209920,289000,Three Family,Triplex,6,4,2069,1.388283,West
11-08-2017,2017,West Hartford,155190,235000,?,Detached House,3,2,1087,1.388283,West
11-08-2017,2017,,1053220,1800000,?,Detached House,3,3,978,1.388283,East
12-08-2017,2017,West Hartford,,258500,Single Family,Detached House,3,3,,1.388283,East
12-08-2017,2017,West Hartford,192990,355000,Single Family,Detached House,3,2,1019,1.388283,North
12-08-2017,2017,Waterbury,,30000,?,Detached House,3,1,914,1.388283,West
12-08-2017,2017,Waterbury,66880,71500,Single Family,Detached House,3,3,1071,1.388283,South
12-08-2017,2017,Fairfield,447650,790000,Single Family,Detached House,3,1,953,1.388283,West
12-08-2017,2017,Norwalk,147650,296400,?,Detached House,3,1,977,1.388283,East
12-08-2017,2017,Greenwich,399770,732500,Two Family,Duplex,4,2,1355,1.388283,East
12-08-2017,2017,West Hartford,406910,565000,Single Family,Detached House,3,1,924,1.388283,East
13-08-2017,2017,Fairfield,597450,725000,Single Family,Detached House,3,3,,1.388283,West
13-08-2017,2017,Waterbury,38540,51000,Three Family,Triplex,6,4,2179,1.388283,West
13-08-2017,2017,Norwalk,,323875,?,Detached House,3,1,1042,1.388283,East
14-08-2017,2017,Waterbury,104090,58000,Single Family,Detached House,3,3,1031,1.388283,North
14-08-2017,2017,Greenwich,491960,870000,Single Family,Detached House,3,3,,1.388283,West
14-08-2017,2017,Stamford,248380,68000,?,Duplex,4,4,,1.388283,East
14-08-2017,2017,Stamford,248380,68000,?,Duplex,4,2,1223,1.388283,North
16-08-2017,2017,Greenwich,1424430,2600000,Single Family,Detached House,3,1,900,1.388283,North
17-08-2017,2017,Bridgeport,198990,257500,Single Family,Detached House,3,2,1018,1.388283,South
17-08-2017,2017,Greenwich,412400,485000,Two Family,Duplex,4,4,1450,1.388283,South
17-08-2017,2017,,214600,400000,Single Family,Detached House,3,1,927,1.388283,North
17-08-2017,2017,Norwalk,360740,570000,Single Family,Detached House,3,2,1031,1.388283,West
17-08-2017,2017,Waterbury,,66000,Two Family,Duplex,4,4,1263,1.388283,North
17-08-2017,2017,Fairfield,227080,415000,Single Family,Detached House,3,3,973,1.388283,West
17-08-2017,2017,Stamford,506040,830000,Single Family,Detached House,3,2,1029,1.388283,West
17-08-2017,2017,West Hartford,224350,315000,?,Detached House,3,2,1077,1.388283,East
18-08-2017,2017,Stamford,253670,522500,Single Family,Detached House,3,1,982,1.388283,West
18-08-2017,2017,Waterbury,,135000,?,Detached House,3,2,925,1.388283,North
18-08-2017,2017,West Hartford,,298000,Single Family,Detached House,3,1,906,1.388283,West
20-08-2017,2017,Waterbury,119340,109000,Single Family,Detached House,3,3,1090,1.388283,East
20-08-2017,2017,Norwalk,211460,450000,?,Detached House,3,1,1066,1.388283,West
20-08-2017,2017,West Hartford,183960,226000,Single Family,Detached House,3,3,,1.388283,North
20-08-2017,2017,Fairfield,329070,400000,Single Family,Detached House,3,2,1021,1.388283,South
20-08-2017,2017,Waterbury,67220,41500,?,Detached House,3,3,985,1.388283,North
20-08-2017,2017,Waterbury,70150,53000,?,Detached House,3,2,1055,1.388283,North
21-08-2017,2017,Stamford,418760,341100,Single Family,Detached House,3,2,1039,1.388283,West
24-08-2017,2017,Waterbury,72170,120000,Single Family,Detached House,3,2,1064,1.388283,West
24-08-2017,2017,West Hartford,348040,380000,Single Family,Detached House,3,3,980,1.388283,North
24-08-2017,2017,Greenwich,498120,695000,Two Family,Duplex,4,2,1276,1.388283,North
25-08-2017,2017,Bridgeport,200210,203000,Two Family,Duplex,4,2,1474,1.388283,West
25-08-2017,2017,Bridgeport,166360,218000,Single Family,Detached House,3,3,960,1.388283,North
25-08-2017,2017,Stamford,362080,876000,Single Family,Detached House,3,2,923,1.388283,South
25-08-2017,2017,Norwalk,178510,270000,?,Detached House,3,2,1045,1.388283,South
26-08-2017,2017,Waterbury,103310,55100,Single Family,Detached House,3,2,1044,1.388283,East
26-08-2017,2017,Stamford,345730,520000,Single Family,Detached House,3,3,1052,1.388283,South
26-08-2017,2017,Greenwich,644560,812500,Single Family,Detached House,3,1,1069,1.388283,East
26-08-2017,2017,Norwalk,,583000,Single Family,Detached House,3,1,954,1.388283,West
26-08-2017,2017,,222460,369999,Single Family,Detached House,3,2,1023,1.388283,South
27-08-2017,2017,Stamford,290780,405000,Single Family,Detached House,3,2,1000,1.388283,North
27-08-2017,2017,,15080,7000,Single Family,Detached House,3,3,1039,1.388283,North
27-08-2017,2017,Waterbury,94100,133500,?,Detached House,3,3,913,1.388283,North
27-08-2017,2017,Stamford,263810,420000,Single Family,Detached House,3,1,1016,1.388283,West
27-08-2017,2017,Norwalk,208320,342000,Single Family,Detached House,3,2,1092,1.388283,East
27-08-2017,2017,,30980,5000,Three Family,Triplex,6,6,,1.388283,West
27-08-2017,2017,West Hartford,292110,463000,Single Family,Detached House,3,1,1012,1.388283,West
27-08-2017,2017,Stamford,456050,1050000,Single Family,Detached House,3,1,1088,1.388283,East
27-08-2017,2017,Bridgeport,,118000,Single Family,Detached House,3,3,1007,1.388283,North
27-08-2017,2017,Bridgeport,182170,162000,Single Family,Detached House,3,3,,1.388283,East
27-08-2017,2017,,630980,750000,Single Family,Detached House,3,2,901,1.388283,North
27-08-2017,2017,Bridgeport,,160000,Single Family,Detached House,3,1,912,1.388283,South
28-08-2017,2017,Fairfield,558390,950000,Single Family,Detached House,3,1,992,1.388283,North
28-08-2017,2017,Fairfield,684530,796000,Single Family,Detached House,3,2,1045,1.388283,West
28-08-2017,2017,Stamford,,340000,Single Family,Detached House,3,1,928,1.388283,East
28-08-2017,2017,Stamford,301710,590000,Single Family,Detached House,3,1,916,1.388283,North
28-08-2017,2017,Greenwich,432670,700000,Two Family,Duplex,4,4,1342,1.388283,South
28-08-2017,2017,Fairfield,319550,1260000,Single Family,Detached House,3,2,1076,1.388283,South
31-08-2017,2017,,142380,131667,Single Family,Detached House,3,2,1094,1.388283,North
31-08-2017,2017,West Hartford,252280,269850,Single Family,Detached House,3,2,1022,1.388283,South
31-08-2017,2017,Waterbury,,240000,?,Triplex,6,5,2138,1.388283,South
31-08-2017,2017,West Hartford,142380,65833,?,Detached House,3,1,932,1.388283,East
31-08-2017,2017,Bridgeport,172380,100000,?,Triplex,6,5,,1.388283,South
31-08-2017,2017,Bridgeport,165310,90000,Two Family,Duplex,4,2,1439,1.388283,North
31-08-2017,2017,Greenwich,3614240,6923500,Single Family,Detached House,3,1,1011,1.388283,South
31-08-2017,2017,Norwalk,225890,118000,Single Family,Detached House,3,3,967,1.388283,West
31-08-2017,2017,Stamford,628940,987500,?,Detached House,3,1,1073,1.388283,South
31-08-2017,2017,Bridgeport,14100,24500,Three Family,Triplex,6,4,2108,1.388283,South
31-08-2017,2017,Bridgeport,169690,63525,Single Family,Detached House,3,2,939,1.388283,East
01-09-2017,2017,West Hartford,,239900,Two Family,Duplex,4,3,1240,1.388283,South
01-09-2017,2017,Fairfield,441070,1689000,?,Detached House,3,1,1066,1.388283,West
01-09-2017,2017,,497630,855420,Single Family,Detached House,3,3,1009,1.388283,East
02-09-2017,2017,Stamford,330520,550000,?,Detached House,3,1,1015,1.388283,North
02-09-2017,2017,Bridgeport,114170,162000,Single Family,Detached House,3,3,1091,1.388283,South
02-09-2017,2017,Norwalk,291510,500000,Single Family,Detached House,3,3,962,1.388283,East
02-09-2017,2017,Bridgeport,174090,120000,Three Family,Triplex,6,5,1830,1.388283,South
02-09-2017,2017,Greenwich,653310,1045000,Single Family,Detached House,3,3,954,1.388283,North
02-09-2017,2017,,125640,90100,Single Family,Detached House,3,1,1045,1.388283,South
02-09-2017,2017,Greenwich,,1950000,Single Family,Detached House,3,1,1067,1.388283,South
03-09-2017,2017,West Hartford,176050,310000,?,Duplex,4,4,1378,1.388283,East
03-09-2017,2017,Waterbury,99640,65300,Single Family,Detached House,3,3,942,1.388283,North
03-09-2017,2017,Waterbury,86590,48200,Single Family,Detached House,3,1,,1.388283,East
03-09-2017,2017,Greenwich,,685000,Single Family,Detached House,3,2,1067,1.388283,South
03-09-2017,2017,,144660,100000,Single Family,Detached House,3,1,1002,1.388283,East
03-09-2017,2017,,138980,123250,Single Family,Detached House,3,1,1035,1.388283,East
04-09-2017,2017,,304560,575000,Single Family,Detached House,3,2,1000,1.388283,South
08-09-2017,2017,Waterbury,89300,76000,Single Family,Detached House,3,2,997,1.388283,North
08-09-2017,2017,Bridgeport,99160,64000,?,Detached House,3,2,,1.388283,West
08-09-2017,2017,Stamford,183130,350000,?,Detached House,3,3,,1.388283,East
08-09-2017,2017,,5743990,8145000,Single Family,Detached House,3,2,1031,1.388283,West
08-09-2017,2017,Fairfield,271040,400000,Single Family,Detached House,3,1,1039,1.388283,North
08-09-2017,2017,Bridgeport,111830,145000,?,Detached House,3,2,1031,1.388283,West
09-09-2017,2017,,728840,975000,?,Detached House,3,1,1023,1.388283,North
09-09-2017,2017,Bridgeport,175180,250000,Two Family,Duplex,4,4,1359,1.388283,South
09-09-2017,2017,Stamford,288770,370000,Single Family,Detached House,3,2,915,1.388283,West
09-09-2017,2017,Waterbury,102400,149900,Single Family,Detached House,3,3,1049,1.388283,West
09-09-2017,2017,Norwalk,369150,769000,Single Family,Detached House,3,3,988,1.388283,West
10-09-2017,2017,Fairfield,292530,625000,Single Family,Detached House,3,3,961,1.388283,East
10-09-2017,2017,Waterbury,126400,130000,Single Family,Detached House,3,1,977,1.388283,West
10-09-2017,2017,Waterbury,233830,275000,Single Family,Detached House,3,3,960,1.388283,East
11-09-2017,2017,Stamford,394690,545000,Single Family,Detached House,3,3,1050,1.388283,East
11-09-2017,2017,Stamford,470350,700250,Single Family,Detached House,3,1,,1.388283,North
11-09-2017,2017,Waterbury,64240,86500,Single Family,Detached House,3,1,982,1.388283,West
14-09-2017,2017,,265370,475000,Single Family,Detached House,3,1,923,1.388283,North
14-09-2017,2017,Waterbury,81100,59363,Single Family,Detached House,3,1,999,1.388283,East
15-09-2017,2017,Greenwich,838600,1320000,Single Family,Detached House,3,3,1007,1.388283,South
15-09-2017,2017,Greenwich,665840,1150000,Single Family,Detached House,3,2,1037,1.388283,South
16-09-2017,2017,Bridgeport,124120,163000,Single Family,Detached House,3,3,988,1.388283,South
17-09-2017,2017,,376460,640000,?,Detached House,3,2,945,1.388283,East
17-09-2017,2017,Waterbury,19100,5000,Three Family,Triplex,6,6,2191,1.388283,North
17-09-2017,2017,Bridgeport,107400,150000,?,Detached House,3,3,1017,1.388283,East
17-09-2017,2017,Bridgeport,194270,80000,Single Family,Detached House,3,1,1086,1.388283,East
18-09-2017,2017,Norwalk,1567170,2975000,Single Family,Detached House,3,2,1098,1.388283,South
18-09-2017,2017,Fairfield,1613360,1850000,Single Family,Detached House,3,3,982,1.388283,South
18-09-2017,2017,Waterbury,81750,120000,Single Family,Detached House,3,3,946,1.388283,South
18-09-2017,2017,Fairfield,393400,231000,Single Family,Detached House,3,1,,1.388283,East
21-09-2017,2017,Waterbury,43130,55000,Three Family,Triplex,6,4,1882,1.388283,West
21-09-2017,2017,Waterbury,92800,54000,Single Family,Detached House,3,3,906,1.388283,South
21-09-2017,2017,West Hartford,178010,240000,Single Family,Detached House,3,3,984,1.388283,South
21-09-2017,2017,Fairfield,358260,230000,Single Family,Detached House,3,3,1047,1.388283,South
22-09-2017,2017,Waterbury,123900,129000,?,Detached House,3,3,1044,1.388283,West
23-09-2017,2017,Bridgeport,,205000,Single Family,Detached House,3,3,980,1.388283,East
24-09-2017,2017,Norwalk,239720,554000,Single Family,Detached House,3,1,916,1.388283,North
24-09-2017,2017,West Hartford,213850,327000,Two Family,Duplex,4,4,1388,1.388283,East
24-09-2017,2017,,128170,194900,Single Family,Detached House,3,1,924,1.388283,West
25-09-2017,2017,Fairfield,364140,585000,Single Family,Detached House,3,3,1075,1.388283,East
25-09-2017,2017,Norwalk,243690,365000,?,Detached House,3,2,1067,1.388283,East
28-09-2017,2017,West Hartford,111440,155000,Single Family,Detached House,3,1,1002,1.388283,East
28-09-2017,2017,,320270,580000,Two Family,Duplex,4,2,1435,1.388283,North
28-09-2017,2017,West Hartford,167650,251000,?,Detached House,3,3,904,1.388283,South
28-09-2017,2017,Bridgeport,,38000,Single Family,Detached House,3,3,1058,1.388283,West
29-09-2017,2017,Waterbury,80190,40100,Single Family,Detached House,3,2,937,1.388283,North
29-09-2017,2017,Waterbury,78450,145000,?,Duplex,4,2,1322,1.388283,East
29-09-2017,2017,Bridgeport,172770,65000,?,Duplex,4,2,1371,1.388283,South
29-09-2017,2017,Bridgeport,129130,185000,Single Family,Detached House,3,1,1018,1.388283,East
30-09-2017,2017,Stamford,188130,257000,Single Family,Detached House,3,1,936,1.388283,West
30-09-2017,2017,Stamford,252270,310000,?,Duplex,4,2,1347,1.388283,South
30-09-2017,2017,Norwalk,209440,61250,?,Detached House,3,3,970,1.388283,North
30-09-2017,2017,Greenwich,505470,620000,Single Family,Detached House,3,1,1033,1.388283,South
30-09-2017,2017,West Hartford,182910,287500,Three Family,Triplex,6,4,1933,1.388283,North
30-09-2017,2017,Greenwich,,5485000,Single Family,Detached House,3,1,931,1.388283,South
01-10-2017,2017,West Hartford,175420,240000,?,Detached House,3,3,1021,1.388283,North
01-10-2017,2017,Stamford,390600,709000,Single Family,Detached House,3,1,905,1.388283,South
01-10-2017,2017,,564660,1000000,Single Family,Detached House,3,2,1086,1.388283,East
01-10-2017,2017,West Hartford,226450,385000,Single Family,Detached House,3,3,934,1.388283,South
01-10-2017,2017,Norwalk,399290,725000,Four Family,Fourplex,8,8,2464,1.388283,West
05-10-2017,2017,,168700,270000,Single Family,Detached House,3,2,998,1.388283,North
05-10-2017,2017,Stamford,405740,655000,Single Family,Detached House,3,2,,1.388283,South
05-10-2017,2017,Stamford,335240,600000,?,Detached House,3,3,1048,1.388283,East
05-10-2017,2017,Waterbury,65100,92000,Single Family,Detached House,3,1,903,1.388283,East
05-10-2017,2017,Waterbury,88360,110000,Single Family,Detached House,3,3,963,1.388283,North
06-10-2017,2017,Waterbury,72840,45000,?,Detached House,3,2,1089,1.388283,West
07-10-2017,2017,Stamford,357630,622000,?,Detached House,3,3,901,1.388283,North
08-10-2017,2017,West Hartford,159320,259900,Single Family,Detached House,3,2,911,1.388283,East
09-10-2017,2017,West Hartford,205030,370000,Two Family,Duplex,4,4,1280,1.388283,North
13-10-2017,2017,Stamford,612160,4250000,Two Family,Duplex,4,2,,1.388283,East
13-10-2017,2017,West Hartford,193970,296125,?,Detached House,3,1,923,1.388283,North
13-10-2017,2017,Stamford,316990,470000,?,Detached House,3,2,1072,1.388283,West
14-10-2017,2017,,,95000,Two Family,Duplex,4,4,1308,1.388283,West
14-10-2017,2017,Waterbury,101180,85000,Single Family,Detached House,3,3,1020,1.388283,South
15-10-2017,2017,Waterbury,83570,159000,Single Family,Detached House,3,1,,1.388283,West
15-10-2017,2017,Waterbury,64720,40000,?,Triplex,6,4,1946,1.388283,South
16-10-2017,2017,Stamford,2129780,3310000,Single Family,Detached House,3,1,941,1.388283,North
16-10-2017,2017,Norwalk,297570,254000,Single Family,Detached House,3,3,981,1.388283,South
19-10-2017,2017,Waterbury,90820,59000,Single Family,Detached House,3,1,964,1.388283,South
19-10-2017,2017,Stamford,,715000,Three Family,Triplex,6,5,,1.388283,East
19-10-2017,2017,,382450,720000,Single Family,Detached House,3,2,911,1.388283,West
19-10-2017,2017,Waterbury,69850,33000,Single Family,Detached House,3,1,960,1.388283,North
20-10-2017,2017,Norwalk,604440,815000,?,Detached House,3,1,902,1.388283,West
20-10-2017,2017,Waterbury,73340,49000,Three Family,Triplex,6,4,1802,1.388283,North
20-10-2017,2017,Waterbury,,45000,Two Family,Duplex,4,2,1351,1.388283,South
