student_id,department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs
4322,ECE,Offline,Yes,80,42,68,51,3.7,1
4323,CE,Online,Yes,45,81,20,33,4.3,0
4324,ECE,Offline,No,90,92,28,60,4.2,1
4325,CE,Hybrid,No,70,89,60,77,,1
4326,ME,Hybrid,Yes,52,49,64,59,4.7,7
4327,ECE,Hybrid,Yes,53,45,81,64,4.4,2
4328,ECE,Offline,No,87,75,87,85,8,7
4329,ME,Offline,Yes,77,60,67,67,4,3
4330,CE,Offline,No,91,73,22,77,4.6,7
4331,ME,Offline,Yes,87,47,32,39,7,1
4332,ECE,Offline,No,65,37,53,29,3.6,6
4333,CSE,Online,No,61,,70,71,3.9,0
4334,CSE,Hybrid,No,74,30,23,26,3.4,1
4335,CE,Offline,Yes,87,90,98,98,2.2,6
4336,ECE,Offline,No,,,83,45,1.2,5
4337,CE,Hybrid,No,64,42,55,35,3.6,0
4338,CSE,Online,Yes,74,72,30,72,2.2,2
4339,CSE,Offline,Yes,74,55,30,57,2.9,7
4340,CE,Offline,No,91,82,49,67,4.5,4
4341,CE,Online,Yes,69,98,98,43,1.1,6
4342,CSE,Hybrid,No,88,51,82,93,4.1,7
4343,CE,Online,Yes,84,94,96,70,4,4
4344,ECE,Online,No,71,47,65,74,2.1,6
4345,ME,Offline,No,54,83,94,68,3.4,4
4346,ME,Hybrid,Yes,58,41,46,47,3.7,7
4347,ME,Online,No,80,91,35,52,4.9,7
4348,ME,Hybrid,No,96,72,89,34,4,3
4349,ME,Offline,No,73,31,50,90,-0.9,6
4350,ECE,Online,No,72,68,43,38,1.7,0
4351,EE,Offline,No,60,82,65,37,5,5
4352,ME,Online,Yes,56,65,93,61,7.3,2
4353,EE,Hybrid,Yes,57,62,66,46,5,2
4354,CE,Hybrid,No,46,92,30,38,5.8,0
4355,ME,Offline,Yes,46,90,83,49,7.4,7
4356,CSE,Online,No,78,89,21,75,6.6,7
4357,CSE,Online,Yes,90,,62,55,2.9,5
4358,ME,Hybrid,Yes,49,30,42,40,3.8,7
4359,CSE,Online,Yes,75,,58,52,2,0
4360,CSE,Hybrid,No,81,41,48,61,3.4,7
4361,ECE,Hybrid,Yes,88,68,84,37,5.9,3
4362,ME,Online,Yes,45,46,58,51,4.3,5
4363,CSE,Hybrid,Yes,92,68,26,34,4.4,1
4364,ME,Offline,No,55,34,56,25,6.2,1
4365,ECE,Online,No,63,97,38,40,6.1,7
4366,ME,Offline,Yes,,63,70,80,3.4,7
4367,ME,Online,Yes,98,73,82,30,4.8,4
4368,ME,Online,No,63,94,21,58,4.7,3
4369,CE,Online,Yes,85,71,21,50,9.1,4
4370,ECE,Offline,No,60,65,53,98,3.8,5
4371,ME,Hybrid,Yes,63,81,49,42,5.8,5
4372,ECE,Online,No,,30,47,64,1.7,2
4373,CE,Hybrid,No,95,37,85,69,0.6,1
4374,EE,Hybrid,Yes,99,,84,87,-1.3,1
4375,EE,Online,Yes,96,30,29,77,2.6,0
4376,ME,Hybrid,Yes,84,73,26,42,6.4,7
4377,EE,Offline,No,95,42,43,60,6.9,0
4378,ME,Online,Yes,61,49,43,69,4.8,1
4379,CE,Online,Yes,57,94,71,77,1.6,0
4380,CE,Hybrid,No,63,42,75,73,5.1,1
4381,CSE,Hybrid,Yes,82,51,99,69,-0.4,1
4382,ECE,Hybrid,Yes,48,78,40,65,3.7,1
4383,ME,Hybrid,Yes,87,88,66,40,5.2,2
4384,ECE,Offline,No,63,,96,62,5,6
4385,CSE,Online,Yes,95,58,74,31,5.1,0
4386,ME,Hybrid,Yes,91,74,99,44,0.7,1
4387,CSE,Offline,No,88,71,58,75,5.3,0
4388,CSE,Offline,No,,51,46,95,7.4,0
4389,EE,Online,No,90,54,62,48,5.5,4
4390,ECE,Hybrid,No,63,92,82,58,4.2,5
4391,EE,Offline,No,96,59,68,36,4.6,7
4392,ME,Hybrid,No,86,58,91,73,3.7,7
4393,EE,Offline,Yes,90,32,49,39,4.1,4
4394,ME,Hybrid,Yes,55,86,40,78,4.2,4
4395,CE,Online,Yes,56,60,48,66,6.8,0
4396,ME,Offline,Yes,52,40,89,25,7.5,6
4397,ECE,Hybrid,No,70,48,88,90,3.8,1
4398,EE,Offline,No,65,47,76,49,4,6
4399,ECE,Offline,No,73,,52,98,5.3,7
4400,ECE,Hybrid,No,91,51,25,86,3.8,0
4401,CE,Hybrid,No,77,,94,43,3,4
4402,ECE,Online,No,,46,53,31,4.3,3
4403,ECE,Online,Yes,86,84,47,82,4.9,4
4404,CSE,Offline,No,57,70,81,33,6,5
4405,EE,Offline,No,45,84,56,81,2.2,6
4406,EE,Offline,No,76,73,43,86,,2
4407,ECE,Hybrid,No,53,95,60,95,4.7,7
4408,CSE,Offline,Yes,49,85,20,43,1.4,2
4409,CE,Offline,Yes,70,57,82,77,4.9,2
4410,CE,Hybrid,No,68,45,58,80,5.8,6
4411,ME,Online,Yes,75,31,46,74,4.1,5
4412,CE,Offline,No,68,85,76,92,,7
4413,ECE,Offline,No,63,82,34,97,2.3,5
4414,CSE,Online,Yes,87,98,64,29,4.9,0
4415,EE,Online,No,48,55,55,67,1.8,6
4416,ECE,Offline,No,88,,31,28,,2
4417,ME,Offline,No,86,,95,35,5.4,2
4418,CE,Hybrid,No,62,55,52,59,4.8,2
4419,EE,Online,Yes,60,53,85,55,3.6,2
4420,CE,Online,No,93,,70,27,3.7,2
4421,CE,Hybrid,Yes,45,62,28,82,4.7,3
4422,CSE,Online,Yes,84,75,63,76,6,7
4423,EE,Offline,No,71,94,69,33,5,3
4424,ECE,Online,No,89,,39,48,5.1,6
4425,CSE,Offline,Yes,64,61,68,69,3.8,0
4426,ECE,Online,Yes,50,74,68,38,3.4,4
4427,EE,Offline,No,52,89,48,60,3.5,4
4428,ECE,Online,No,61,63,73,28,6.5,6
4429,CSE,Hybrid,Yes,71,53,69,37,5.1,2
4430,CE,Offline,Yes,52,93,74,47,3.6,5
4431,CSE,Offline,No,67,76,44,88,7.7,6
4432,CE,Hybrid,No,50,99,49,50,5.2,6
4433,ECE,Online,No,76,91,47,30,4.2,6
4434,EE,Online,No,99,45,37,59,8.2,1
4435,CSE,Offline,No,74,58,61,85,3.3,2
4436,CSE,Hybrid,No,48,67,97,34,3.1,2
4437,ECE,Offline,Yes,,87,94,90,4.5,2
4438,ME,Hybrid,Yes,78,70,92,54,4,3
4439,EE,Online,No,94,70,45,56,1.9,7
4440,CSE,Online,Yes,48,83,85,71,2.1,4
4441,ECE,Online,No,53,75,82,67,4.6,6
4442,ECE,Online,Yes,55,92,70,48,4.4,7
4443,ECE,Online,No,55,86,90,49,5.1,2
4444,ME,Online,Yes,96,79,38,27,7.7,7
4445,CSE,Online,Yes,89,,30,98,5.8,3
4446,ECE,Offline,Yes,51,87,27,84,4.1,1
4447,ME,Hybrid,Yes,92,36,66,78,5.4,6
4448,CE,Online,No,86,47,44,47,,3
4449,ME,Online,No,73,48,42,80,2.8,7
4450,CSE,Offline,Yes,69,55,39,33,4,0
4451,ECE,Hybrid,Yes,99,48,24,78,5.9,1
4452,EE,Hybrid,Yes,74,51,32,67,5.7,1
4453,CSE,Online,Yes,,74,52,43,5.1,3
4454,CE,Hybrid,Yes,47,52,72,87,1.4,4
4455,EE,Hybrid,Yes,45,82,83,82,2.7,3
4456,EE,Online,No,64,32,35,77,2,0
4457,CE,Hybrid,No,67,56,25,30,5,5
4458,EE,Offline,No,80,65,39,75,5.9,5
4459,CE,Offline,No,91,55,70,74,3.8,7
4460,CSE,Offline,Yes,54,82,85,69,2.4,3
4461,CSE,Offline,No,54,97,40,53,5.8,1
4462,ME,Online,Yes,45,92,41,36,2.7,3
4463,EE,Online,Yes,49,74,57,91,3.7,0
4464,CE,Online,Yes,79,54,94,95,4.2,0
4465,EE,Hybrid,No,69,42,63,31,,1
4466,EE,Online,No,72,,46,67,3.3,6
4467,EE,Offline,Yes,,69,84,55,3,4
4468,ECE,Offline,No,75,60,35,46,9.3,6
4469,CSE,Hybrid,Yes,80,53,90,72,,2
4470,CSE,Online,No,62,51,45,92,2.2,5
4471,CSE,Online,Yes,99,73,79,62,6.9,0
4472,ECE,Online,Yes,70,99,91,26,2.9,3
4473,ECE,Online,No,85,72,64,67,3,5
4474,CSE,Hybrid,Yes,71,59,50,27,0.2,2
4475,EE,Hybrid,Yes,62,90,38,66,1,5
4476,ME,Offline,Yes,81,80,97,82,2.6,5
4477,ECE,Online,No,97,71,95,86,7.3,1
4478,EE,Online,No,65,48,43,64,4.3,3
4479,ME,Offline,No,53,48,68,28,4.3,4
4480,EE,Offline,No,55,99,30,74,2.7,6
4481,ECE,Offline,Yes,81,65,60,60,2.4,0
4482,ECE,Online,No,75,92,24,27,3,6
4483,CSE,Hybrid,Yes,45,37,75,86,5.2,4
4484,EE,Hybrid,No,59,50,23,70,5.1,0
4485,CE,Offline,Yes,57,83,46,82,,4
4486,ECE,Offline,Yes,77,35,65,95,3.7,2
4487,CSE,Online,Yes,47,34,39,76,7.1,0
4488,EE,Online,Yes,93,89,74,37,,2
4489,CE,Online,Yes,54,84,47,86,6,2
4490,EE,Offline,Yes,73,48,51,83,4.4,5
4491,CSE,Online,Yes,94,88,80,47,5.9,6
4492,ECE,Offline,Yes,57,49,88,55,1.3,5
4493,ME,Online,Yes,98,48,21,63,4,1
4494,CE,Hybrid,No,54,64,81,89,3.7,0
4495,EE,Hybrid,No,91,68,85,73,3.8,5
4496,ECE,Online,No,78,30,91,41,2.8,3
4497,CE,Online,Yes,66,60,49,50,4,0
4498,CE,Offline,No,89,99,32,33,2.3,4
4499,EE,Offline,Yes,89,74,71,88,6.6,6
4500,EE,Hybrid,No,61,54,79,53,3.3,6
4501,CE,Online,No,55,59,36,50,,4
4502,EE,Hybrid,Yes,59,62,84,92,5.1,5
4503,EE,Offline,No,90,89,70,76,4.9,0
4504,ME,Online,Yes,60,60,76,90,4.7,7
4505,ECE,Hybrid,No,86,,57,51,5,7
4506,ME,Offline,Yes,,33,39,83,2.1,7
4507,CE,Hybrid,No,,69,89,32,4,6
4508,CSE,Offline,Yes,68,81,22,89,4.3,7
4509,CE,Online,Yes,57,99,27,99,5.4,5
4510,ME,Online,No,80,,26,63,3.3,3
4511,EE,Hybrid,No,93,99,90,33,2.7,4
4512,CSE,Offline,No,67,83,87,51,7.1,4
4513,ME,Online,No,53,43,51,68,1.5,5
4514,ECE,Online,No,56,69,79,59,3.1,5
4515,ECE,Hybrid,Yes,71,52,22,53,2.1,2
4516,ECE,Hybrid,Yes,46,31,27,68,3.9,5
4517,EE,Offline,Yes,53,40,22,99,4,3
4518,CE,Online,Yes,64,64,31,55,3.6,0
4519,ECE,Offline,Yes,69,55,77,38,7.7,1
4520,ME,Offline,Yes,66,57,94,27,7.5,5
4521,CE,Hybrid,Yes,98,94,47,34,6.6,6
4522,ECE,Offline,Yes,99,36,75,53,5,5
4523,ME,Hybrid,No,88,79,49,75,4.9,6
4524,ECE,Online,No,57,72,63,59,4.2,2
4525,ME,Online,No,99,50,22,75,2.5,3
4526,ECE,Offline,No,96,85,43,83,5.1,3
4527,EE,Hybrid,No,56,81,97,28,5.5,7
4528,ME,Offline,No,76,66,81,62,3.6,2
4529,ME,Hybrid,Yes,71,72,69,88,2,1
4530,CSE,Hybrid,Yes,69,59,33,88,4.3,0
4531,ME,Offline,Yes,52,37,71,37,3.6,4
4532,CE,Online,Yes,77,73,79,41,5.3,1
4533,CSE,Offline,Yes,46,97,38,35,5.5,2
4534,CE,Online,Yes,47,60,74,47,6.2,6
4535,EE,Hybrid,No,88,73,97,30,3.2,4
4536,ECE,Online,No,94,92,99,48,3.2,4
4537,ECE,Hybrid,Yes,47,70,47,78,5,1
4538,CE,Online,Yes,99,41,88,47,,1
4539,ECE,Hybrid,Yes,87,56,67,82,4.2,6
4540,EE,Online,No,46,55,88,65,5.2,4
4541,ME,Hybrid,Yes,62,81,80,81,5.6,2
4542,CE,Offline,No,50,75,52,96,2.3,5
4543,ME,Hybrid,Yes,94,79,34,85,3.4,7
4544,EE,Online,No,49,31,77,85,3.2,4
4545,CSE,Offline,No,91,43,56,68,4.5,0
4546,ECE,Offline,Yes,62,43,85,66,,3
4547,ME,Hybrid,Yes,64,78,99,52,3.3,0
4548,CSE,Hybrid,Yes,,84,40,78,4.2,1
4549,ECE,Offline,No,,71,35,26,3.8,5
4550,ECE,Online,Yes,46,55,89,40,0.9,1
4551,EE,Hybrid,Yes,59,40,94,26,3.8,7
4552,ECE,Online,Yes,65,95,73,39,3.2,6
4553,ME,Hybrid,Yes,46,67,60,44,0.1,6
4554,CE,Offline,Yes,98,75,84,37,5.6,2
4555,CSE,Hybrid,Yes,58,30,77,66,4.8,3
4556,ECE,Offline,No,,59,82,32,7.3,1
4557,CE,Online,Yes,63,50,57,25,3.3,0
4558,ECE,Online,No,73,89,49,95,2.8,0
4559,ME,Hybrid,No,66,93,47,70,2.9,0
4560,CSE,Offline,Yes,95,32,42,47,6.5,6
4561,EE,Online,No,62,95,74,57,3.7,7
4562,EE,Offline,No,93,93,95,50,6.9,5
4563,ME,Online,No,71,,24,99,2.9,7
4564,CSE,Online,No,72,90,22,47,3,0
4565,ECE,Offline,No,60,88,79,76,5.1,7
4566,ECE,Hybrid,No,62,,86,42,6.2,0
4567,EE,Offline,No,73,61,71,43,2.7,5
4568,CE,Online,No,46,40,86,27,4.9,6
4569,ME,Hybrid,No,94,36,97,98,6.2,7
4570,CE,Hybrid,No,54,97,50,30,6.5,4
4571,CSE,Online,Yes,51,,58,66,3.3,4
4572,CE,Hybrid,No,65,32,22,58,1.9,1
4573,ECE,Hybrid,No,,55,79,80,-0.2,1
4574,ECE,Hybrid,Yes,79,51,32,50,5.1,5
4575,ME,Online,No,77,46,32,91,5.6,4
4576,EE,Hybrid,No,45,52,58,32,5.1,7
4577,CSE,Online,No,92,60,97,85,3.8,4
4578,CE,Hybrid,No,75,93,89,79,3.7,2
4579,ME,Online,No,70,45,70,51,7,0
4580,CSE,Online,No,85,62,54,36,4.5,2
4581,EE,Online,No,92,84,55,59,,3
4582,EE,Online,No,86,47,54,54,4.1,3
4583,ECE,Hybrid,No,51,31,77,45,5.5,7
4584,ME,Hybrid,Yes,85,44,97,32,5.3,0
4585,EE,Hybrid,Yes,69,84,47,46,3.5,5
4586,CSE,Online,No,,40,64,52,4,0
4587,EE,Hybrid,Yes,96,61,74,57,6.8,2
4588,ECE,Online,Yes,82,49,47,39,5.3,7
4589,CSE,Online,No,75,81,37,61,,4
4590,CE,Online,Yes,56,32,58,67,8.3,2
4591,EE,Online,Yes,59,65,79,81,,0
4592,ECE,Online,Yes,58,99,29,45,4,1
4593,CE,Online,No,82,94,45,44,6.6,1
4594,EE,Offline,No,94,87,27,86,,4
4595,EE,Hybrid,No,71,65,93,63,4.2,4
4596,EE,Hybrid,Yes,69,33,80,97,2.7,5
4597,ME,Offline,Yes,93,85,41,46,4.6,4
4598,ME,Offline,Yes,73,51,52,58,6.3,5
4599,ECE,Hybrid,No,49,33,49,55,5.4,7
4600,ME,Hybrid,Yes,76,72,69,88,0.6,7
4601,EE,Online,No,55,87,50,71,5.3,3
4602,EE,Hybrid,Yes,70,48,86,53,7.4,5
4603,ME,Offline,Yes,93,,63,40,2.3,4
4604,EE,Hybrid,No,56,73,80,29,3.3,2
4605,CSE,Hybrid,No,45,61,60,86,2.7,4
4606,EE,Hybrid,No,74,55,68,77,,1
4607,ECE,Offline,Yes,60,39,52,47,0.5,5
4608,ECE,Online,Yes,78,81,24,41,4.8,4
4609,ME,Online,No,71,35,88,90,6.9,5
4610,CSE,Online,No,88,46,35,46,6.4,4
4611,CE,Hybrid,Yes,45,40,93,53,6.2,5
4612,EE,Hybrid,Yes,66,42,45,69,1.8,6
4613,CE,Offline,Yes,49,92,47,90,5.2,3
4614,EE,Online,No,49,45,97,33,4.3,4
4615,ME,Online,No,66,94,98,82,3.7,0
4616,CE,Online,Yes,78,,76,27,4.4,7
4617,CSE,Hybrid,Yes,49,53,49,65,3.3,5
4618,ME,Hybrid,Yes,51,39,89,85,3.2,3
4619,CE,Hybrid,Yes,70,57,77,48,3.7,2
4620,CE,Hybrid,Yes,95,42,27,82,1.9,7
4621,CE,Hybrid,Yes,95,55,30,71,3.7,5
4622,ME,Hybrid,No,50,57,81,76,5.7,5
4623,ECE,Offline,Yes,81,42,30,53,8.3,3
4624,ME,Offline,Yes,62,65,81,25,2.5,2
4625,EE,Online,Yes,85,89,62,29,6.2,2
4626,CSE,Offline,No,69,81,63,45,2.5,3
4627,ME,Hybrid,No,60,54,28,84,2.2,5
4628,EE,Offline,Yes,51,52,38,48,3.2,2
4629,CE,Hybrid,Yes,96,33,48,74,2.9,3
4630,CE,Offline,No,84,,25,82,3.9,3
4631,CSE,Hybrid,No,56,59,95,67,4,5
4632,EE,Offline,Yes,72,44,81,53,3.1,0
4633,EE,Offline,No,54,,97,99,7.6,5
4634,CSE,Hybrid,No,61,86,80,41,3.3,1
4635,ECE,Online,Yes,66,77,81,56,4,7
4636,ME,Offline,Yes,66,61,74,34,6.1,3
4637,CE,Offline,No,62,94,56,72,6.5,6
4638,ME,Online,No,,55,62,41,5.7,1
4639,CSE,Offline,No,92,80,44,68,5.7,3
4640,ME,Offline,No,95,34,27,61,3.2,5
4641,CSE,Offline,Yes,67,32,53,30,7,2
4642,CSE,Offline,Yes,54,86,53,48,3.4,3
4643,CE,Offline,Yes,59,80,93,38,5.8,7
4644,CSE,Offline,Yes,94,87,81,42,7.5,5
4645,ME,Hybrid,Yes,80,53,93,33,4.9,0
4646,CSE,Online,No,49,65,39,44,7.5,5
4647,ME,Online,No,92,60,69,55,4.4,5
4648,CE,Offline,No,59,47,75,31,3.1,5
4649,ECE,Online,No,59,64,40,47,2.8,6
4650,CE,Online,Yes,78,75,97,52,5.6,1
4651,CSE,Offline,Yes,98,33,43,65,5.5,5
4652,ECE,Offline,Yes,75,64,92,99,6,0
4653,ECE,Online,Yes,86,63,84,72,5.9,5
4654,CE,Online,Yes,61,84,62,96,3.1,5
4655,ME,Offline,Yes,45,34,20,39,4,5
4656,EE,Hybrid,No,93,95,84,45,5.1,0
4657,EE,Offline,Yes,58,82,40,44,5.6,1
4658,EE,Hybrid,Yes,47,39,93,77,6.6,4
4659,ECE,Hybrid,Yes,48,86,20,55,3.8,6
4660,CE,Offline,Yes,93,91,26,94,2.5,1
4661,CE,Hybrid,No,66,64,24,96,4.3,3
4662,ECE,Offline,Yes,67,,59,75,3.9,1
4663,ECE,Online,No,84,68,60,69,6.3,0
4664,CSE,Hybrid,Yes,96,58,26,25,4.3,6
4665,ME,Online,Yes,74,89,84,82,1.1,5
4666,ME,Offline,Yes,90,96,71,36,5.5,4
4667,ME,Offline,Yes,48,48,52,35,3.5,7
4668,CE,Offline,Yes,83,73,86,53,2.8,7
4669,EE,Offline,No,70,58,84,69,1.6,4
4670,EE,Hybrid,Yes,84,85,49,66,3.6,4
4671,EE,Offline,Yes,83,78,26,41,3.2,3
4672,CE,Offline,No,52,72,90,61,6.9,6
4673,EE,Hybrid,Yes,65,62,62,32,2.7,7
4674,EE,Offline,Yes,46,60,30,74,4.3,1
4675,EE,Hybrid,No,51,86,52,29,5.5,0
4676,EE,Hybrid,Yes,47,65,84,52,2.7,6
4677,CSE,Hybrid,No,85,66,56,38,3.7,0
4678,CSE,Online,No,83,36,57,94,2.3,4
4679,CE,Offline,Yes,89,80,43,95,6.4,0
4680,CE,Hybrid,No,63,76,38,88,0.3,2
4681,ME,Offline,Yes,47,58,58,33,6.6,7
4682,CSE,Hybrid,No,77,53,99,66,2.8,3
4683,EE,Online,No,47,59,30,63,6.5,0
4684,CE,Offline,No,73,32,38,26,4,4
4685,CE,Online,Yes,45,99,25,56,3.7,0
4686,CE,Online,No,92,45,20,86,4.5,5
4687,CE,Offline,No,80,80,85,26,4.8,5
4688,CSE,Offline,No,73,62,34,41,2,3
4689,EE,Online,Yes,70,32,96,74,5.8,4
4690,CE,Offline,Yes,58,96,94,91,6.6,4
4691,CSE,Offline,Yes,94,62,83,77,5.1,4
4692,ME,Offline,Yes,50,55,27,47,7.2,5
4693,ME,Hybrid,No,45,46,41,77,5.8,2
4694,EE,Offline,Yes,46,84,39,47,6.8,5
4695,ECE,Offline,Yes,82,95,92,29,2.9,6
4696,CE,Online,Yes,83,58,29,61,5.9,3
4697,ME,Hybrid,Yes,58,95,35,56,3.9,5
4698,CSE,Offline,Yes,74,87,70,78,4.9,4
4699,CSE,Online,No,47,60,62,72,2.1,5
4700,CSE,Online,No,69,33,38,81,5.8,7
4701,CSE,Online,No,58,58,68,69,4.9,3
4702,ECE,Offline,No,81,62,80,92,0.9,4
4703,EE,Offline,Yes,71,83,29,47,8.1,4
4704,ECE,Hybrid,Yes,92,61,87,53,6.2,7
4705,CE,Offline,Yes,92,47,63,38,4.1,5
4706,CE,Offline,No,81,55,38,64,7.3,6
4707,ME,Offline,Yes,53,82,70,67,2.8,1
4708,CSE,Hybrid,Yes,54,91,99,59,1.4,7
4709,CSE,Offline,Yes,83,90,83,93,4.2,2
4710,ECE,Offline,No,51,,96,51,5.4,3
4711,EE,Online,No,57,83,21,79,1.4,4
4712,ECE,Offline,Yes,99,52,79,75,4.1,3
4713,ME,Offline,Yes,,33,97,83,4.5,2
4714,CSE,Offline,No,57,73,73,87,,6
4715,ME,Online,Yes,64,33,24,54,7.2,3
4716,ECE,Offline,Yes,62,31,84,38,4.4,2
4717,CSE,Online,Yes,58,77,24,85,5.1,1
4718,CE,Offline,No,80,49,94,64,4.6,4
4719,EE,Offline,Yes,63,73,33,48,3.6,4
4720,EE,Offline,No,80,88,79,96,4.7,3
4721,CE,Online,Yes,77,98,81,57,6,4
4722,ECE,Online,No,92,,29,29,5.3,7
4723,ECE,Offline,No,94,33,91,88,1.3,7
4724,CE,Offline,Yes,57,64,28,79,-0.1,1
4725,CSE,Hybrid,Yes,86,85,35,47,3.6,7
4726,EE,Offline,No,79,35,30,93,5.5,6
4727,ME,Hybrid,Yes,,39,33,46,7.1,2
4728,ECE,Offline,No,79,48,80,95,6,4
4729,EE,Online,No,68,55,97,65,4.9,6
4730,CE,Hybrid,No,45,,94,76,4.8,7
4731,ECE,Offline,Yes,47,77,45,47,4.1,3
4732,CSE,Offline,No,81,90,58,90,2.5,1
4733,CE,Online,No,86,87,55,52,5.4,0
4734,ECE,Online,Yes,,98,59,53,4.6,5
4735,CSE,Offline,Yes,81,63,34,57,4.1,3
4736,ECE,Hybrid,No,83,30,80,82,6.1,1
4737,CSE,Online,No,74,,70,59,8.2,7
4738,CE,Hybrid,Yes,98,38,95,85,5.6,2
4739,ECE,Offline,Yes,69,,56,46,4.7,0
4740,ME,Online,Yes,67,38,53,48,6.5,3
4741,EE,Offline,No,,71,70,59,4.4,0
4742,CE,Online,No,54,39,91,90,4.5,0
4743,ME,Online,Yes,59,45,89,97,5.9,2
4744,CSE,Offline,No,77,33,67,89,4.5,0
4745,CSE,Hybrid,No,,93,82,76,2.1,1
4746,EE,Hybrid,Yes,93,57,62,43,1.6,1
4747,CSE,Online,Yes,56,33,44,92,2.4,4
4748,ECE,Online,Yes,62,70,55,63,4.2,2
4749,ECE,Offline,No,80,73,54,28,4.7,5
4750,ME,Online,Yes,67,63,64,57,4.3,6
4751,CSE,Hybrid,No,67,80,43,33,,4
4752,ECE,Offline,No,52,71,22,59,6,0
4753,ECE,Offline,No,93,49,97,55,2.4,0
4754,ECE,Hybrid,No,75,63,85,69,6.6,7
4755,ECE,Offline,Yes,70,,98,37,4.1,7
4756,CSE,Offline,Yes,80,80,37,55,8.1,1
4757,ECE,Offline,No,63,79,48,48,1.4,2
4758,CE,Offline,No,,92,32,69,2.7,1
4759,CSE,Hybrid,Yes,82,54,88,41,6.6,4
4760,CSE,Offline,No,62,70,88,72,,1
4761,ECE,Hybrid,No,58,40,40,74,2.2,5
4762,ME,Offline,No,70,70,56,78,0.6,3
4763,ECE,Offline,Yes,,30,99,44,3.5,5
4764,ECE,Hybrid,Yes,80,35,54,48,2.6,0
4765,CSE,Hybrid,No,59,70,72,39,3.1,1
4766,ME,Offline,Yes,80,37,59,73,4.7,1
4767,CSE,Online,Yes,84,62,63,72,3.7,0
4768,ME,Hybrid,No,85,91,61,87,6.7,3
4769,ME,Online,Yes,91,33,86,98,6.7,3
4770,ECE,Offline,Yes,45,68,47,33,3.7,2
4771,EE,Hybrid,Yes,78,52,28,40,5.1,7
4772,EE,Online,No,93,90,44,65,5.9,2
4773,ME,Online,Yes,91,39,44,86,3.5,6
4774,ECE,Offline,Yes,87,45,88,40,7.9,3
4775,ME,Online,Yes,99,64,54,44,3.9,4
4776,CSE,Online,Yes,72,98,21,54,3.6,3
4777,EE,Offline,No,52,50,51,91,3.6,4
4778,EE,Hybrid,Yes,84,58,44,77,4.8,0
4779,ECE,Hybrid,No,54,62,87,65,6.5,1
4780,ECE,Online,No,62,97,75,48,6.1,1
4781,CSE,Offline,Yes,95,57,82,31,4.9,6
4782,CSE,Hybrid,No,59,84,55,95,3.6,4
4783,CE,Online,Yes,78,58,69,47,5,2
4784,ECE,Hybrid,Yes,94,97,40,95,2.3,0
4785,CSE,Online,No,,63,73,34,4.8,5
4786,ME,Online,No,85,79,72,85,5.7,6
4787,ECE,Hybrid,No,86,31,92,29,6.8,2
4788,ECE,Offline,No,84,48,92,94,5.4,3
4789,CSE,Online,No,57,58,87,60,2.3,7
4790,CSE,Offline,Yes,,74,67,68,3.9,2
4791,CE,Online,Yes,,,75,74,5.6,5
4792,ECE,Hybrid,Yes,,68,93,39,7.5,3
4793,ME,Offline,No,78,96,22,49,6.1,5
4794,ECE,Hybrid,Yes,96,38,40,99,6.2,1
4795,ECE,Online,Yes,93,69,77,81,3.2,5
4796,ME,Hybrid,No,71,60,28,73,8.6,2
4797,ECE,Online,No,51,90,66,94,-0.9,7
4798,CE,Hybrid,No,,69,38,88,6.7,3
4799,ME,Online,No,72,83,38,85,3.2,7
4800,ECE,Hybrid,Yes,70,78,86,25,2.9,0
4801,CSE,Hybrid,Yes,,71,89,51,5.7,3
4802,CE,Hybrid,No,78,42,63,71,3.7,3
4803,CSE,Offline,No,79,33,66,53,3.5,6
4804,CE,Online,Yes,64,45,41,74,5.2,3
4805,ME,Offline,Yes,88,79,53,77,4.8,1
4806,ME,Offline,No,47,66,50,30,5.3,5
4807,ME,Online,No,72,71,78,75,5.8,0
4808,ME,Hybrid,Yes,94,85,98,53,4,1
4809,EE,Hybrid,No,,94,75,46,3.7,1
4810,ME,Online,Yes,45,45,99,75,5.2,3
4811,ME,Hybrid,No,86,95,56,57,4.8,6
4812,CSE,Offline,Yes,,48,27,76,4.2,0
4813,ME,Online,No,84,62,71,41,3.7,3
4814,ME,Online,No,53,88,35,25,4.6,5
4815,CE,Offline,No,94,90,20,99,6,7
4816,CSE,Online,No,58,58,29,94,6.4,3
4817,EE,Hybrid,No,90,83,45,67,2,6
4818,EE,Hybrid,No,98,45,59,88,,1
4819,CSE,Online,No,,84,49,29,3.3,4
4820,CSE,Offline,Yes,77,75,25,76,3.9,0
4821,ECE,Offline,Yes,50,53,60,41,3.9,7
4822,CSE,Offline,Yes,95,59,33,74,6.3,3
4823,CE,Hybrid,No,72,34,85,90,1.8,0
4824,EE,Offline,No,58,76,49,62,4.4,3
4825,CE,Offline,Yes,55,70,94,63,3.6,4
4826,ME,Hybrid,No,95,90,50,75,5.2,7
4827,CSE,Online,No,62,69,55,55,3.3,0
4828,CSE,Hybrid,Yes,98,70,44,85,2.6,1
4829,ECE,Offline,Yes,85,32,75,37,1.3,7
4830,CSE,Hybrid,No,54,44,68,60,5.1,4
4831,CE,Hybrid,No,70,79,63,53,4,4
4832,ME,Online,No,57,90,66,95,3.5,2
